location,symbol,unit,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
"Casper, WY",V,mi/hr,14.8,13.4,12.5,11.6,10.5,10.3,9.2,9.4,9.8,11,13.4,15,11.6
"Casper, WY",I,Btu/ft2/day,601,877,1259,1631,1980,2243,2292,1988,1552,1046,650,505,1385
"Casper, WY",PA,lb/in2,,,,,,,,,,,,,12.13
"Cheyenne, WY",TAN,°F,18.8,19.8,25.1,31.3,40.7,49.2,56.1,54.6,45.4,34.4,25.1,19.1,35
"Cheyenne, WY",TAX,°F,38.8,40.4,47.3,53.7,63.9,74.3,82.6,80.2,71.3,58,45.8,38.6,57.9
"Cheyenne, WY",V,mi/hr,14.1,13.6,13.6,13.2,12.1,11,9.8,9.8,10.5,11.9,13.2,13.9,12.3
"Cheyenne, WY",I,Btu/ft2/day,712,975,1360,1668,1919,2196,2163,1883,1588,1131,761,609,1414
"Cheyenne, WY",PA,lb/in2,,,,,,,,,,,,,11.78
"Lander, WY",TAN,°F,12.5,16.2,24.9,32.5,41.6,49.6,57.5,56.1,46.4,34.2,21.8,13.2,33.9
"Lander, WY",TAX,°F,32,36.2,46.9,55.1,65.7,76,86.2,84.3,73,57.8,42.6,32.3,57.3
"Lander, WY",V,mi/hr,4.9,4.9,6.7,7.4,7.4,7.4,7.2,6.9,6.5,5.6,5.1,4.9,6.3
"Lander, WY",I,Btu/ft2/day,640,920,1320,1658,2026,2242,2256,1966,1564,1086,696,551,1411
"Lander, WY",PA,lb/in2,,,,,,,,,,,,,12.02
"Rock Springs, WY",TAN,°F,13.6,15.5,23.8,29.7,38.6,46.8,55,53.3,43.6,33.2,22.1,14.2,32.5
"Rock Springs, WY",TAX,°F,29.2,32.3,42.8,51.9,62.7,73,82.9,80.2,69.4,55.5,39.9,29.6,54.1
"Rock Springs, WY",V,mi/hr,12.1,11.2,12.1,12.3,11.2,10.7,9.4,8.9,9.4,11,11.2,11.4,11
"Rock Springs, WY",I,Btu/ft2/day,654,928,1342,1738,2044,2307,2301,2019,1673,1186,716,564,1456
"Rock Springs, WY",PA,lb/in2,,,,,,,,,,,,,13.05
"Sheridan, WY",TAN,°F,13,16.8,23.4,31.4,39.8,47.9,54.8,53.2,43.5,32.5,21.5,13.6,32.6
"Sheridan, WY",TAX,°F,34.4,38.5,47.5,55.7,65.4,74.8,85.9,85.2,74,58.8,45.5,35.4,58.4
"Sheridan, WY",V,mi/hr,6.5,6.9,7.8,8.9,8.3,7.2,6.5,6,6.3,6.7,6.5,6.5,6.9
"Sheridan, WY",I,Btu/ft2/day,482,767,1145,1509,1850,2030,2152,1860,1419,909,569,429,1260
"Sheridan, WY",PA,lb/in2,,,,,,,,,,,,,12.73
